count,max,mean,median,min,percentile_25,percentile_50,percentile_75,std,substrate,Variance
3858,1.26195800304,0.962498784992,0.969287037849,0.634527027607,0.83972799778,0.969287008047,1.06873902678,0.145581956312,gravel,0.0211941060036
2656,1.32662796974,0.842766267708,0.833431005478,0.493510991335,0.751374006271,0.833431005478,0.922186017036,0.134237612208,gravel,0.0180197365313
4311,1.42923104763,0.938600473353,0.91973400116,0.477486997843,0.803036987782,0.91973400116,1.06039446592,0.166504985244,gravel,0.0277239101111
2314,1.50374805927,1.0892309718,1.07019948959,0.576924026012,0.980928242207,1.07019948959,1.19396829605,0.159268295551,sand,0.0253663899677
1158,1.53174805641,1.10466443525,1.10982751846,0.57831799984,0.971138760448,1.10982751846,1.23259702325,0.187364282063,gravel,0.035105374193
1167,1.19897603989,0.789170135263,0.775665998459,0.50909101963,0.655692517757,0.775665998459,0.917397499084,0.160587282557,sand,0.025788275319
1531,1.3515059948,1.06752983906,1.05729401112,0.783837974072,0.926048994064,1.05729401112,1.19600152969,0.145821107185,sand,0.0212637953007
1840,1.5047980547,1.15394923998,1.14571094513,0.532140016556,1.03098797798,1.14571094513,1.28481796384,0.177582296529,sand,0.0315354720405
5775,1.03441405296,0.706488602543,0.6815969944,0.488887995481,0.615858972073,0.6815969944,0.784775018692,0.118028855393,sand,0.0139308107054
4731,0.907567977905,0.633675326305,0.613529980183,0.475342005491,0.550153493881,0.613529980183,0.707557022572,0.0976749455326,sand,0.0095403949848
5893,1.14874899387,0.678408630671,0.646704018116,0.427502989769,0.564983010292,0.646704018116,0.78209400177,0.146863737249,sand,0.0215689573187
4421,1.10436701775,0.661374578539,0.640502989292,0.429421007633,0.579820990562,0.640502989292,0.735684990883,0.109406417342,sand,0.0119697641556
3514,1.01902794838,0.73270770156,0.730913996696,0.43934699893,0.652770519257,0.730913996696,0.818610012531,0.111937111988,sand,0.0125299170402
4155,1.04669499397,0.746674046706,0.766139984131,0.434260994196,0.642798990011,0.766139984131,0.847781002522,0.144621823701,sand,0.0209154718906
4177,0.948064982891,0.611614933247,0.596496999264,0.446979999542,0.547540009022,0.596496999264,0.652518987656,0.0944423799664,sand,0.00891936313372
2763,0.972792029381,0.724291983351,0.739376008511,0.487742990255,0.624531507492,0.739376008511,0.810279011726,0.118573110105,sand,0.01405958244
1803,1.51626503468,1.07224639706,1.05463302135,0.783837974072,0.929636001587,1.05463302135,1.18828749657,0.153743692973,sand,0.023637123129
16769,1.06041002274,0.554459563592,0.540992975235,0.282867997885,0.472005993128,0.540992975235,0.61698102951,0.11157359777,boulders,0.0124486677193
10201,1.21965301037,0.664890055586,0.636106014252,0.32513999939,0.55762398243,0.636106014252,0.755870997906,0.148346219149,boulders,0.0220066007358
2282,0.863169014454,0.614475420752,0.611070990562,0.329017996788,0.559683024883,0.611070990562,0.665375009179,0.0749054765845,boulders,0.00561083042235
9239,1.46728897095,0.995546646688,1.04665899277,0.387587994337,0.739132493734,1.04665899277,1.22219103575,0.271416536767,sand,0.0736669364306
7466,1.50776696205,0.78755338001,0.752489507198,0.43950599432,0.614278003573,0.752489507198,0.959234729409,0.209189593162,sand,0.0437602858873
850,1.13112998009,0.633458898208,0.610421001911,0.336432993412,0.50154197216,0.610421001911,0.704510986805,0.176134359899,boulders,0.031023312737
3302,0.899338006973,0.582417608824,0.569341003895,0.303950995207,0.500078976154,0.569341003895,0.643463999033,0.103035347579,sand,0.0106162828507
